2025-02-07 14:53:31,1.73,45,clear sky
2025-02-07 14:55:01,1.73,45,clear sky
2025-02-07 15:00:00,1.73,45,clear sky
2025-02-07 15:05:00,1.73,45,clear sky
2025-02-07 15:10:00,1.67,45,clear sky
2025-02-07 15:15:00,1.91,45,clear sky
2025-02-07 15:20:00,1.91,45,clear sky
2025-02-07 15:25:01,1.68,45,clear sky
2025-02-07 15:30:01,1.68,45,clear sky
2025-02-07 15:35:00,1.67,45,clear sky
2025-02-07 15:40:00,1.67,45,clear sky
2025-02-07 15:45:02,1.52,45,clear sky
2025-02-07 15:50:02,1.52,45,clear sky
2025-02-07 15:55:01,1.52,45,clear sky
2025-02-07 16:00:02,1.45,46,clear sky
2025-02-07 16:05:02,1.45,46,clear sky
2025-02-07 16:10:02,1.52,46,clear sky
2025-02-07 16:15:01,1.46,46,few clouds
2025-02-07 16:20:02,1.38,47,few clouds
2025-02-07 16:25:02,1.46,46,few clouds
2025-02-07 16:30:02,1.38,47,few clouds
2025-02-07 16:35:00,1.38,48,few clouds
2025-02-07 16:40:01,1.38,48,few clouds
2025-02-07 16:45:02,1.38,48,few clouds
2025-02-07 16:50:00,1.3,48,few clouds
2025-02-07 16:55:00,1.38,48,few clouds
2025-02-07 17:00:02,1.3,49,few clouds
2025-02-07 17:05:00,1.3,50,few clouds
2025-02-07 17:10:01,1.3,50,few clouds
2025-02-07 17:15:01,1.3,50,few clouds
2025-02-07 17:20:02,1.26,50,few clouds
2025-02-07 17:25:01,1.26,50,few clouds
2025-02-07 17:30:01,1.25,48,few clouds
2025-02-07 17:35:02,1.25,48,few clouds
2025-02-07 17:40:02,1.25,48,few clouds
2025-02-07 17:45:00,1.25,48,few clouds
2025-02-07 17:50:01,1.81,46,few clouds
2025-02-07 17:55:02,1.81,46,few clouds
2025-02-07 18:00:02,1.81,46,few clouds
2025-02-07 18:05:00,1.81,46,few clouds
2025-02-07 18:10:01,2.11,45,few clouds
2025-02-07 18:15:01,2.11,45,few clouds
2025-02-07 18:20:02,2.56,43,few clouds
2025-02-07 18:25:02,2.56,43,few clouds
2025-02-07 18:30:02,2.79,42,few clouds
2025-02-07 18:35:02,3.23,40,few clouds
2025-02-07 18:40:02,2.79,42,few clouds
2025-02-07 18:45:01,3.32,38,few clouds
2025-02-07 18:50:02,3.32,38,few clouds
2025-02-07 18:55:02,3.8,36,few clouds
2025-02-07 19:00:02,3.8,36,few clouds
2025-02-07 19:05:01,3.8,36,few clouds
2025-02-07 19:10:37,3.7,36,few clouds
2025-02-07 19:15:02,3.7,36,few clouds
2025-02-07 19:22:49,4.49,31,few clouds
2025-02-07 19:25:01,4.49,31,few clouds
2025-02-07 19:30:02,4.55,30,few clouds
2025-02-07 19:35:02,4.55,30,few clouds
2025-02-07 19:40:01,4.59,31,few clouds
2025-02-07 19:45:01,5.01,29,few clouds
2025-02-07 19:50:02,4.59,31,few clouds
2025-02-07 19:55:01,5.07,28,few clouds
2025-02-07 20:00:01,5.07,28,few clouds
2025-02-07 20:05:01,5.07,28,few clouds
2025-02-07 20:10:01,5.35,26,few clouds
2025-02-07 20:14:59,5.35,26,few clouds
2025-02-07 20:15:01,5.35,26,few clouds
2025-02-07 20:20:01,5.35,26,few clouds
2025-02-07 20:25:01,5.65,26,few clouds
2025-02-07 20:30:02,5.65,26,few clouds
2025-02-07 20:35:01,5.65,26,few clouds
2025-02-07 20:40:02,5.65,26,few clouds
2025-02-07 20:45:02,5.65,26,few clouds
2025-02-07 20:50:01,6.04,24,few clouds
2025-02-07 20:55:02,6.65,23,few clouds
2025-02-07 21:00:02,6.04,24,few clouds
2025-02-07 21:05:01,6.65,23,few clouds
2025-02-07 21:10:01,6.65,23,few clouds
2025-02-07 21:15:02,6.62,23,few clouds
2025-02-07 21:20:01,6.62,23,few clouds
2025-02-07 21:25:02,6.68,23,few clouds
2025-02-07 21:30:02,6.54,23,few clouds
